Hours_Studied,Attendance,Family_Income,Parental_Education_Level,Exam_Score,Family_Income_Score,Distance_Score,Activity_Hours,Weekly_Commute_Hours,Study_Variance,External_Load,Is_Critical,Risk_Score
32,68,Low,High School,68,1,0.5,0,5,12,5,False,37.0
31,76,Low,Postgraduate,72,1,0.5,12,5,11,17,False,41.0
19,94,Medium,Postgraduate,69,2,0.5,0,5,-1,5,False,5.5
26,74,High,High School,66,3,0.5,0,5,6,5,False,10.333333333333334
24,86,Low,High School,70,1,1.0,0,10,4,10,False,24.0
28,88,Medium,High School,71,2,2.0,0,15,8,15,False,13.5
14,83,Low,College,65,1,0.5,12,5,-6,17,False,34.0
24,74,Low,College,70,1,0.5,12,5,4,17,False,43.0
26,83,Medium,High School,65,2,1.0,0,10,6,10,False,13.5
9,74,High,High School,62,3,2.0,0,15,-11,15,False,13.666666666666666
13,63,High,High School,62,3,2.0,12,15,-7,27,True,21.333333333333332
8,100,Medium,Postgraduate,70,2,1.0,12,10,-12,22,False,11.0
18,65,Low,College,66,1,0.5,12,5,-2,17,False,52.0
24,63,Low,High School,67,1,0.5,12,5,4,17,False,54.0
29,95,Medium,High School,72,2,0.5,0,5,9,5,False,5.0
20,72,Low,Postgraduate,66,1,0.5,12,5,0,17,False,45.0
30,86,Medium,College,68,2,1.0,12,10,10,22,False,18.0
12,73,Low,High School,62,1,1.0,0,10,-8,10,False,37.0
10,76,High,Postgraduate,64,3,1.0,12,10,-10,22,False,15.333333333333334
20,70,Low,Postgraduate,65,1,0.5,0,5,0,5,False,35.0
22,74,Medium,Postgraduate,66,2,1.0,12,10,2,22,False,24.0
20,76,Low,High School,64,1,0.5,0,5,0,5,False,29.0
8,89,Low,College,67,1,0.5,12,5,-12,17,False,28.0
19,80,Medium,College,69,2,0.5,12,5,-1,17,False,18.5
12,98,Medium,Postgraduate,68,2,1.0,12,10,-8,22,False,12.0
24,62,Low,High School,64,1,0.5,0,5,4,5,False,43.0
22,80,High,High School,68,3,1.0,12,10,2,22,False,14.0
14,83,Medium,High School,64,2,0.5,12,5,-6,17,False,17.0
17,97,High,Postgraduate,71,3,0.5,0,5,-3,5,False,2.6666666666666665
14,62,Low,High School,61,1,2.0,12,15,-6,27,True,65.0
20,83,Low,College,68,1,0.5,0,5,0,5,False,22.0
14,70,Medium,College,64,2,0.5,12,5,-6,17,False,23.5
23,95,Low,Postgraduate,72,1,2.0,12,15,3,27,True,32.0
17,61,Medium,High School,65,2,0.5,12,5,-3,17,False,28.0
15,89,Medium,High School,68,2,0.5,12,5,-5,17,False,14.0
19,97,Low,High School,71,1,0.5,12,5,-1,17,False,20.0
17,78,Medium,High School,66,2,0.5,0,5,-3,5,False,13.5
13,62,Medium,Postgraduate,63,2,1.0,0,10,-7,10,False,24.0
32,97,Medium,High School,74,2,1.0,0,10,12,10,False,6.5
20,79,Medium,High School,66,2,0.5,12,5,0,17,False,19.0
16,61,Medium,College,63,2,1.0,0,10,-4,10,False,24.5
21,88,High,High School,72,3,1.0,12,10,1,22,False,11.333333333333334
19,79,High,College,69,3,2.0,0,15,-1,15,False,12.0
19,65,Medium,College,67,2,0.5,12,5,-1,17,False,26.0
24,69,Low,High School,66,1,0.5,0,5,4,5,False,36.0
25,63,Low,High School,64,1,1.0,0,10,5,10,False,47.0
17,83,Medium,College,67,2,0.5,0,5,-3,5,False,11.0
17,85,Low,College,69,1,0.5,0,5,-3,5,False,20.0
6,93,Medium,College,64,2,0.5,0,5,-14,5,False,6.0
11,94,High,High School,65,3,0.5,12,5,-9,17,False,7.666666666666667
28,85,Low,High School,72,1,0.5,12,5,8,17,False,32.0
30,61,Low,High School,66,1,1.0,12,10,10,22,False,61.0
19,88,Low,College,66,1,0.5,0,5,-1,5,False,17.0
23,77,Low,College,67,1,1.0,12,10,3,22,False,45.0
22,83,High,Postgraduate,69,3,1.0,12,10,2,22,False,13.0
38,86,Low,High School,73,1,0.5,12,5,18,17,False,31.0
27,74,Medium,College,69,2,0.5,0,5,7,5,False,15.5
19,97,Low,High School,68,1,0.5,0,5,-1,5,False,8.0
14,65,Low,High School,61,1,1.0,12,10,-6,22,False,57.0
10,87,Low,High School,63,1,0.5,12,5,-10,17,False,30.0
21,60,Low,High School,63,1,2.0,12,15,1,27,True,67.0
15,97,Low,College,68,1,0.5,12,5,-5,17,False,20.0
11,65,Low,Postgraduate,63,1,0.5,0,5,-9,5,False,40.0
16,64,Medium,Postgraduate,66,2,0.5,12,5,-4,17,False,26.5
14,73,Low,High School,65,1,1.0,12,10,-6,22,False,49.0
30,75,Low,College,68,1,0.5,0,5,10,5,False,30.0
25,69,Low,College,66,1,0.5,12,5,5,17,False,48.0
20,83,Medium,Postgraduate,66,2,1.0,0,10,0,10,False,13.5
29,78,Low,High School,70,1,0.5,0,5,9,5,False,27.0
20,61,Medium,High School,61,2,0.5,12,5,0,17,False,28.0
15,73,Low,High School,61,1,1.0,12,10,-5,22,False,49.0
29,92,Low,High School,71,1,1.0,12,10,9,22,False,30.0
23,88,Medium,High School,67,2,0.5,12,5,3,17,False,14.5
14,89,Medium,College,70,2,0.5,12,5,-6,17,False,14.0
19,88,Low,College,69,1,1.0,0,10,-1,10,False,22.0
15,72,Medium,High School,65,2,0.5,0,5,-5,5,False,16.5
12,64,Medium,High School,61,2,1.0,12,10,-8,22,False,29.0
26,71,Low,Postgraduate,68,1,0.5,0,5,6,5,False,34.0
31,93,Low,High School,74,1,0.5,12,5,11,17,False,24.0
12,99,Medium,High School,67,2,0.5,0,5,-8,5,False,3.0
23,80,High,High School,70,3,0.5,12,5,3,17,False,12.333333333333334
16,60,High,High School,59,3,1.0,12,10,-4,22,False,20.666666666666668
17,66,Medium,College,64,2,0.5,0,5,-3,5,False,19.5
16,73,Medium,College,66,2,0.5,12,5,-4,17,False,22.0
15,83,Medium,High School,63,2,2.0,12,15,-5,27,True,22.0
20,63,High,College,61,3,0.5,12,5,0,17,False,18.0
15,98,Low,High School,68,1,1.0,12,10,-5,22,False,24.0
22,75,Medium,High School,65,2,2.0,0,15,2,15,False,20.0
20,97,Medium,High School,69,2,2.0,0,15,0,15,False,9.0
19,91,Low,High School,68,1,1.0,12,10,-1,22,False,31.0
15,90,High,High School,69,3,0.5,12,5,-5,17,False,9.0
17,84,Low,College,67,1,2.0,12,15,-3,27,True,43.0
25,85,High,College,70,3,1.0,0,10,5,10,False,8.333333333333334
23,86,Low,Postgraduate,68,1,1.0,12,10,3,22,False,36.0
14,85,High,College,67,3,0.5,0,5,-6,5,False,6.666666666666667
21,82,Low,High School,67,1,2.0,0,15,1,15,False,33.0
25,99,Medium,College,75,2,1.0,12,10,5,22,False,11.5
10,89,Low,College,63,1,1.0,12,10,-10,22,False,33.0
23,91,Low,High School,70,1,0.5,0,5,3,5,False,14.0
16,95,High,High School,70,3,0.5,12,5,-4,17,False,7.333333333333333
23,69,Medium,High School,64,2,2.0,12,15,3,27,True,29.0
15,63,Medium,College,59,2,0.5,0,5,-5,5,False,21.0
9,79,High,High School,63,3,0.5,0,5,-11,5,False,8.666666666666666
10,81,Medium,Postgraduate,67,2,1.0,12,10,-10,22,False,20.5
20,93,Medium,High School,68,2,0.5,12,5,0,17,False,12.0
22,78,Medium,Postgraduate,68,2,0.5,12,5,2,17,False,19.5
15,83,Low,High School,97,1,0.5,0,5,-5,5,False,22.0
24,81,Low,College,66,1,0.5,0,5,4,5,False,24.0
10,62,Medium,Postgraduate,61,2,0.5,0,5,-10,5,False,21.5
20,85,High,College,70,3,0.5,0,5,0,5,False,6.666666666666667
13,93,Medium,Postgraduate,65,2,0.5,12,5,-7,17,False,12.0
16,66,Medium,High School,64,2,1.0,12,10,-4,22,False,28.0
20,84,Medium,High School,69,2,2.0,12,15,0,27,True,21.5
15,84,Medium,High School,64,2,0.5,0,5,-5,5,False,10.5
18,67,Low,Postgraduate,61,1,0.5,12,5,-2,17,False,50.0
26,65,High,High School,64,3,0.5,0,5,6,5,False,13.333333333333334
17,99,Medium,High School,68,2,1.0,0,10,-3,10,False,5.5
25,76,High,High School,67,3,2.0,0,15,5,15,False,13.0
13,69,Low,High School,62,1,0.5,0,5,-7,5,False,36.0
23,67,Low,High School,66,1,0.5,12,5,3,17,False,50.0
29,87,Low,High School,72,1,1.0,12,10,9,22,False,35.0
5,84,High,College,68,3,1.0,12,10,-15,22,False,12.666666666666666
15,86,High,High School,71,3,0.5,12,5,-5,17,False,10.333333333333334
23,64,Medium,High School,65,2,1.0,12,10,3,22,False,29.0
19,96,Medium,High School,68,2,1.0,12,10,-1,22,False,13.0
22,76,Low,High School,65,1,2.0,0,15,2,15,False,39.0
16,73,Medium,High School,64,2,0.5,12,5,-4,17,False,22.0
21,78,Medium,High School,65,2,2.0,0,15,1,15,False,18.5
19,76,Low,High School,65,1,0.5,12,5,-1,17,False,41.0
27,95,Medium,College,73,2,1.0,0,10,7,10,False,7.5
22,97,Low,Postgraduate,72,1,0.5,12,5,2,17,False,20.0
22,72,Medium,College,64,2,0.5,12,5,2,17,False,22.5
18,95,Low,Postgraduate,69,1,1.0,12,10,-2,22,False,27.0
17,91,High,High School,69,3,0.5,0,5,-3,5,False,4.666666666666667
17,97,Medium,High School,70,2,0.5,12,5,-3,17,False,10.0
22,70,Low,High School,83,1,0.5,0,5,2,5,False,35.0
17,83,Low,Postgraduate,68,1,0.5,0,5,-3,5,False,22.0
22,71,Low,College,84,1,0.5,12,5,2,17,False,46.0
32,93,Medium,Postgraduate,75,2,2.0,12,15,12,27,True,17.0
25,60,Medium,Postgraduate,67,2,0.5,0,5,5,5,False,22.5
18,83,High,Postgraduate,69,3,0.5,12,5,-2,17,False,11.333333333333334
27,74,Medium,High School,71,2,0.5,0,5,7,5,False,15.5
18,73,Medium,College,66,2,0.5,12,5,-2,17,False,22.0
8,86,Medium,College,65,2,0.5,0,5,-12,5,False,9.5
14,94,High,College,70,3,0.5,0,5,-6,5,False,3.6666666666666665
9,84,Low,Postgraduate,66,1,0.5,0,5,-11,5,False,21.0
18,94,Medium,Postgraduate,74,2,0.5,12,5,-2,17,False,11.5
30,81,Low,High School,68,1,1.0,0,10,10,10,False,29.0
22,78,Low,College,68,1,0.5,12,5,2,17,False,39.0
19,60,Medium,College,62,2,0.5,0,5,-1,5,False,22.5
25,82,Medium,Postgraduate,71,2,1.0,12,10,5,22,False,20.0
7,86,Low,College,63,1,0.5,0,5,-13,5,False,19.0
21,84,Medium,High School,69,2,2.0,0,15,1,15,False,15.5
25,89,Medium,College,71,2,0.5,12,5,5,17,False,14.0
11,83,Medium,Postgraduate,66,2,0.5,12,5,-9,17,False,17.0
27,63,Low,Postgraduate,64,1,1.0,0,10,7,10,False,47.0
22,65,Low,High School,65,1,1.0,12,10,2,22,False,57.0
18,84,Medium,High School,69,2,0.5,0,5,-2,5,False,10.5
24,71,Medium,High School,66,2,0.5,0,5,4,5,False,17.0
34,63,Medium,High School,67,2,0.5,12,5,14,17,False,27.0
21,77,Low,High School,65,1,2.0,12,15,1,27,True,50.0
21,82,Low,College,65,1,1.0,12,10,1,22,False,40.0
17,73,Low,High School,67,1,0.5,0,5,-3,5,False,32.0
15,89,Medium,College,66,2,0.5,12,5,-5,17,False,14.0
25,86,High,High School,69,3,0.5,12,5,5,17,False,10.333333333333334
20,90,High,High School,70,3,0.5,12,5,0,17,False,9.0
17,86,Low,Postgraduate,68,1,1.0,12,10,-3,22,False,36.0
26,60,High,High School,68,3,1.0,12,10,6,22,False,20.666666666666668
17,88,Medium,College,70,2,0.5,12,5,-3,17,False,14.5
18,75,Low,High School,67,1,0.5,12,5,-2,17,False,42.0
14,98,Low,College,72,1,0.5,12,5,-6,17,False,19.0
17,93,Low,High School,69,1,0.5,0,5,-3,5,False,12.0
22,84,Medium,High School,69,2,1.0,0,10,2,10,False,13.0
25,70,Low,College,64,1,1.0,12,10,5,22,False,52.0
14,68,Medium,High School,63,2,0.5,12,5,-6,17,False,24.5
25,74,Medium,High School,70,2,0.5,12,5,5,17,False,21.5
28,79,Medium,High School,70,2,0.5,12,5,8,17,False,19.0
22,72,Medium,College,66,2,0.5,12,5,2,17,False,22.5
31,81,Low,Postgraduate,70,1,0.5,0,5,11,5,False,24.0
15,67,High,Postgraduate,66,3,0.5,12,5,-5,17,False,16.666666666666668
13,99,Low,College,68,1,0.5,12,5,-7,17,False,18.0
9,64,Medium,College,61,2,0.5,0,5,-11,5,False,20.5
29,97,High,College,72,3,1.0,0,10,9,10,False,4.333333333333333
24,97,Medium,High School,69,2,1.0,0,10,4,10,False,6.5
22,89,Medium,High School,72,2,0.5,12,5,2,17,False,14.0
13,77,High,College,65,3,1.0,12,10,-7,22,False,15.0
35,85,High,High School,74,3,1.0,12,10,15,22,False,12.333333333333334
21,74,High,High School,62,3,2.0,12,15,1,27,True,17.666666666666668
21,72,Low,Postgraduate,65,1,0.5,0,5,1,5,False,33.0
24,83,Low,High School,68,1,1.0,0,10,4,10,False,27.0
21,83,High,Postgraduate,71,3,1.0,12,10,1,22,False,13.0
15,71,Medium,Postgraduate,62,2,0.5,0,5,-5,5,False,17.0
23,75,Low,High School,65,1,1.0,12,10,3,22,False,47.0
31,63,High,Postgraduate,68,3,1.0,0,10,11,10,False,15.666666666666666
28,62,Medium,High School,70,2,0.5,0,5,8,5,False,21.5
17,63,Low,High School,63,1,0.5,0,5,-3,5,False,42.0
14,64,Low,High School,63,1,0.5,12,5,-6,17,False,53.0
19,93,Medium,High School,69,2,0.5,0,5,-1,5,False,6.0
20,62,Medium,Postgraduate,66,2,0.5,12,5,0,17,False,27.5
27,86,Low,High School,70,1,1.0,12,10,7,22,False,36.0
10,71,Low,College,63,1,0.5,12,5,-10,17,False,46.0
29,95,Medium,College,72,2,1.0,12,10,9,22,False,13.5
19,79,Medium,College,65,2,1.0,12,10,-1,22,False,21.5
17,72,High,Postgraduate,67,3,2.0,12,15,-3,27,True,18.333333333333332
14,81,High,High School,63,3,1.0,12,10,-6,22,False,13.666666666666666
10,75,Low,High School,65,1,0.5,0,5,-10,5,False,30.0
25,83,Low,High School,67,1,1.0,12,10,5,22,False,39.0
20,65,Medium,Postgraduate,80,2,0.5,12,5,0,17,False,26.0
12,100,Low,College,68,1,2.0,12,15,-8,27,True,27.0
12,77,Low,College,63,1,1.0,12,10,-8,22,False,45.0
18,74,Medium,College,64,2,1.0,0,10,-2,10,False,18.0
30,88,Medium,High School,73,2,0.5,0,5,10,5,False,8.5
18,75,Medium,Postgraduate,66,2,0.5,12,5,-2,17,False,21.0
11,93,Low,College,66,1,1.0,12,10,-9,22,False,29.0
19,78,Medium,High School,66,2,1.0,0,10,-1,10,False,16.0
18,89,Medium,High School,69,2,0.5,12,5,-2,17,False,14.0
4,64,Medium,High School,59,2,2.0,12,15,-16,27,True,31.5
20,94,Low,High School,68,1,0.5,0,5,0,5,False,11.0
19,89,Low,Postgraduate,67,1,1.0,0,10,-1,10,False,21.0
24,68,Medium,High School,64,2,1.0,12,10,4,22,False,27.0
31,66,Low,High School,65,1,0.5,12,5,11,17,False,51.0
27,73,Low,College,68,1,0.5,0,5,7,5,False,32.0
18,99,Medium,Postgraduate,70,2,1.0,12,10,-2,22,False,11.5
13,70,Medium,High School,62,2,0.5,0,5,-7,5,False,17.5
35,78,Low,High School,72,1,0.5,12,5,15,17,False,39.0
20,61,Medium,High School,62,2,1.0,12,10,0,22,False,30.5
20,76,Low,Postgraduate,68,1,1.0,12,10,0,22,False,46.0
20,83,Low,High School,69,1,0.5,0,5,0,5,False,22.0
21,98,High,High School,73,3,0.5,0,5,1,5,False,2.3333333333333335
19,81,Medium,Postgraduate,69,2,0.5,0,5,-1,5,False,12.0
17,93,Medium,High School,67,2,1.0,12,10,-3,22,False,14.5
17,82,Low,Postgraduate,65,1,0.5,0,5,-3,5,False,23.0
20,62,Medium,Postgraduate,63,2,1.0,0,10,0,10,False,24.0
17,73,Low,High School,66,1,1.0,12,10,-3,22,False,49.0
16,83,Low,College,66,1,0.5,0,5,-4,5,False,22.0
21,98,Low,Postgraduate,70,1,0.5,0,5,1,5,False,7.0
18,94,High,Postgraduate,69,3,2.0,0,15,-2,15,False,7.0
29,69,High,High School,70,3,0.5,0,5,9,5,False,12.0
4,69,Medium,High School,58,2,1.0,0,10,-16,10,False,20.5
27,68,High,High School,67,3,2.0,0,15,7,15,False,15.666666666666666
8,94,Medium,High School,66,2,0.5,0,5,-12,5,False,5.5
18,91,Medium,High School,70,2,0.5,12,5,-2,17,False,13.0
18,76,Medium,Postgraduate,67,2,2.0,0,15,-2,15,False,19.5
12,80,Low,High School,60,1,1.0,0,10,-8,10,False,30.0
15,79,Low,College,65,1,0.5,0,5,-5,5,False,26.0
13,70,Medium,Postgraduate,63,2,0.5,0,5,-7,5,False,17.5
31,80,Medium,High School,72,2,0.5,12,5,11,17,False,18.5
26,61,Low,High School,62,1,1.0,12,10,6,22,False,61.0
28,65,Medium,Postgraduate,70,2,0.5,12,5,8,17,False,26.0
24,95,Low,College,70,1,1.0,12,10,4,22,False,27.0
13,90,Low,High School,64,1,1.0,0,10,-7,10,False,20.0
17,77,Low,High School,64,1,1.0,12,10,-3,22,False,45.0
24,90,High,High School,72,3,0.5,12,5,4,17,False,9.0
19,91,Medium,College,66,2,0.5,0,5,-1,5,False,7.0
18,91,Medium,High School,66,2,1.0,0,10,-2,10,False,9.5
24,89,Low,Postgraduate,71,1,0.5,12,5,4,17,False,28.0
23,68,Low,Postgraduate,66,1,0.5,0,5,3,5,False,37.0
18,74,Low,High School,64,1,0.5,12,5,-2,17,False,43.0
27,79,Medium,College,66,2,0.5,0,5,7,5,False,13.0
14,73,Low,High School,62,1,1.0,12,10,-6,22,False,49.0
24,90,Low,High School,70,1,1.0,0,10,4,10,False,20.0
24,73,Medium,High School,69,2,0.5,12,5,4,17,False,22.0
18,66,Low,High School,65,1,1.0,0,10,-2,10,False,44.0
22,76,Medium,High School,70,2,0.5,12,5,2,17,False,20.5
12,99,High,High School,70,3,1.0,12,10,-8,22,False,7.666666666666667
26,69,High,College,67,3,0.5,12,5,6,17,False,16.0
19,84,Low,High School,69,1,1.0,12,10,-1,22,False,38.0
17,77,Low,High School,62,1,0.5,0,5,-3,5,False,28.0
26,63,Low,High School,67,1,0.5,12,5,6,17,False,54.0
16,80,Low,College,65,1,1.0,0,10,-4,10,False,30.0
12,88,Low,High School,65,1,0.5,0,5,-8,5,False,17.0
24,95,Low,High School,69,1,1.0,12,10,4,22,False,27.0
12,72,Medium,High School,63,2,0.5,0,5,-8,5,False,16.5
31,63,Medium,College,66,2,1.0,12,10,11,22,False,29.5
8,97,Medium,High School,67,2,0.5,12,5,-12,17,False,10.0
30,75,Medium,College,69,2,0.5,0,5,10,5,False,15.0
21,83,Low,High School,67,1,2.0,12,15,1,27,True,44.0
19,92,Medium,High School,70,2,0.5,12,5,-1,17,False,12.5
17,73,High,High School,67,3,1.0,12,10,-3,22,False,16.333333333333332
22,89,Low,High School,70,1,0.5,0,5,2,5,False,16.0
20,65,Low,High School,65,1,1.0,12,10,0,22,False,57.0
27,72,Medium,College,63,2,0.5,0,5,7,5,False,16.5
21,66,High,High School,64,3,0.5,12,5,1,17,False,17.0
21,92,High,High School,69,3,2.0,12,15,1,27,True,11.666666666666666
18,69,Low,High School,60,1,0.5,0,5,-2,5,False,36.0
20,89,Low,High School,69,1,1.0,12,10,0,22,False,33.0
22,98,High,High School,72,3,0.5,12,5,2,17,False,6.333333333333333
10,81,Low,College,63,1,0.5,12,5,-10,17,False,36.0
12,82,Low,College,63,1,1.0,0,10,-8,10,False,28.0
21,73,Medium,College,70,2,0.5,0,5,1,5,False,16.0
19,79,High,College,68,3,2.0,12,15,-1,27,True,16.0
20,84,Medium,High School,69,2,1.0,12,10,0,22,False,19.0
22,99,Medium,College,72,2,0.5,12,5,2,17,False,9.0
17,98,Low,College,67,1,0.5,0,5,-3,5,False,7.0
15,94,High,High School,68,3,1.0,0,10,-5,10,False,5.333333333333333
21,96,Medium,Postgraduate,70,2,2.0,0,15,1,15,False,9.5
14,79,Medium,Postgraduate,68,2,2.0,12,15,-6,27,True,24.0
22,86,Medium,College,69,2,1.0,12,10,2,22,False,18.0
10,96,Medium,College,68,2,0.5,0,5,-10,5,False,4.5
26,76,Medium,College,66,2,2.0,0,15,6,15,False,19.5
23,98,Low,Postgraduate,72,1,1.0,0,10,3,10,False,12.0
22,77,Medium,High School,67,2,0.5,12,5,2,17,False,20.0
26,84,High,High School,70,3,0.5,0,5,6,5,False,7.0
30,88,Medium,High School,73,2,0.5,12,5,10,17,False,14.5
26,98,High,Postgraduate,73,3,1.0,12,10,6,22,False,8.0
9,70,Medium,High School,60,2,0.5,0,5,-11,5,False,17.5
12,90,Medium,College,67,2,0.5,0,5,-8,5,False,7.5
16,81,High,High School,69,3,0.5,12,5,-4,17,False,12.0
20,71,Medium,High School,65,2,0.5,0,5,0,5,False,17.0
21,86,Low,College,66,1,0.5,0,5,1,5,False,19.0
15,73,Low,College,65,1,2.0,12,15,-5,27,True,54.0
16,79,Low,College,64,1,1.0,12,10,-4,22,False,43.0
12,85,Low,College,67,1,2.0,12,15,-8,27,True,42.0
14,76,Medium,High School,65,2,1.0,12,10,-6,22,False,23.0
12,68,Medium,High School,64,2,0.5,12,5,-8,17,False,24.5
14,98,Medium,High School,67,2,0.5,0,5,-6,5,False,3.5
26,80,High,Postgraduate,70,3,0.5,12,5,6,17,False,12.333333333333334
14,89,Low,High School,63,1,2.0,12,15,-6,27,True,38.0
36,76,Low,College,71,1,0.5,0,5,16,5,False,29.0
23,74,High,High School,68,3,0.5,0,5,3,5,False,10.333333333333334
21,76,Medium,College,67,2,1.0,0,10,1,10,False,17.0
15,76,Medium,Postgraduate,67,2,2.0,12,15,-5,27,True,25.5
24,82,Medium,Postgraduate,68,2,1.0,12,10,4,22,False,20.0
17,82,Low,Postgraduate,66,1,1.0,0,10,-3,10,False,28.0
21,80,Medium,College,68,2,0.5,12,5,1,17,False,18.5
35,65,Medium,High School,70,2,1.0,12,10,15,22,False,28.5
19,80,Low,College,67,1,0.5,0,5,-1,5,False,25.0
27,67,High,High School,67,3,1.0,12,10,7,22,False,18.333333333333332
16,65,Low,High School,62,1,0.5,0,5,-4,5,False,40.0
20,97,Low,High School,67,1,0.5,0,5,0,5,False,8.0
31,84,Low,High School,70,1,2.0,0,15,11,15,False,31.0
16,86,Low,College,72,1,0.5,0,5,-4,5,False,19.0
31,76,High,High School,70,3,1.0,12,10,11,22,False,15.333333333333334
24,96,Low,High School,94,1,1.0,0,10,4,10,False,14.0
17,86,High,High School,66,3,1.0,0,10,-3,10,False,8.0
24,91,Low,High School,69,1,0.5,12,5,4,17,False,26.0
26,75,High,Postgraduate,68,3,0.5,0,5,6,5,False,10.0
24,98,Low,High School,71,1,1.0,0,10,4,10,False,12.0
11,93,Low,High School,69,1,1.0,0,10,-9,10,False,17.0
16,94,Medium,High School,67,2,0.5,0,5,-4,5,False,5.5
19,67,Low,Postgraduate,64,1,0.5,12,5,-1,17,False,50.0
20,71,Medium,College,63,2,0.5,12,5,0,17,False,23.0
24,71,Medium,College,66,2,2.0,12,15,4,27,True,28.0
21,71,High,Postgraduate,66,3,0.5,12,5,1,17,False,15.333333333333334
12,94,High,College,69,3,0.5,12,5,-8,17,False,7.666666666666667
22,61,Medium,High School,64,2,1.0,12,10,2,22,False,30.5
24,63,Low,High School,62,1,0.5,0,5,4,5,False,42.0
26,68,Low,High School,70,1,0.5,12,5,6,17,False,49.0
25,69,Low,High School,67,1,0.5,12,5,5,17,False,48.0
23,92,High,Postgraduate,68,3,0.5,0,5,3,5,False,4.333333333333333
10,60,Medium,Postgraduate,62,2,0.5,0,5,-10,5,False,22.5
23,77,High,College,67,3,0.5,12,5,3,17,False,13.333333333333334
21,76,Low,High School,68,1,0.5,12,5,1,17,False,41.0
22,65,Medium,High School,64,2,1.0,0,10,2,10,False,22.5
12,87,Medium,High School,64,2,0.5,12,5,-8,17,False,15.0
14,88,High,Postgraduate,66,3,2.0,0,15,-6,15,False,9.0
26,89,Low,Postgraduate,72,1,1.0,12,10,6,22,False,33.0
20,89,Medium,High School,72,2,0.5,12,5,0,17,False,14.0
24,60,Medium,High School,66,2,0.5,12,5,4,17,False,28.5
20,98,Medium,College,72,2,0.5,0,5,0,5,False,3.5
20,93,Medium,High School,69,2,0.5,12,5,0,17,False,12.0
26,96,Medium,High School,72,2,0.5,12,5,6,17,False,10.5
17,61,Medium,High School,60,2,0.5,12,5,-3,17,False,28.0
21,97,High,High School,69,3,1.0,12,10,1,22,False,8.333333333333334
17,92,Low,High School,68,1,0.5,0,5,-3,5,False,13.0
17,93,Low,College,69,1,0.5,12,5,-3,17,False,24.0
18,64,Low,High School,62,1,0.5,12,5,-2,17,False,53.0
17,98,High,High School,70,3,0.5,12,5,-3,17,False,6.333333333333333
28,87,Medium,High School,68,2,1.0,12,10,8,22,False,17.5
15,83,High,College,68,3,0.5,12,5,-5,17,False,11.333333333333334
19,98,High,College,70,3,2.0,0,15,-1,15,False,5.666666666666667
17,78,Low,High School,65,1,0.5,0,5,-3,5,False,27.0
29,84,Medium,Postgraduate,73,2,2.0,12,15,9,27,True,21.5
21,79,Low,College,66,1,1.0,0,10,1,10,False,31.0
26,97,High,High School,71,3,0.5,0,5,6,5,False,2.6666666666666665
11,63,Medium,High School,62,2,0.5,12,5,-9,17,False,27.0
22,80,Low,High School,68,1,0.5,12,5,2,17,False,37.0
25,87,Low,College,70,1,2.0,0,15,5,15,False,28.0
20,92,Medium,Postgraduate,68,2,1.0,0,10,0,10,False,9.0
26,83,Low,College,71,1,0.5,12,5,6,17,False,34.0
17,96,Medium,High School,70,2,0.5,12,5,-3,17,False,10.5
28,98,Low,High School,72,1,0.5,12,5,8,17,False,19.0
34,63,Medium,College,69,2,1.0,12,10,14,22,False,29.5
18,76,Low,College,63,1,1.0,0,10,-2,10,False,34.0
17,61,Medium,Postgraduate,62,2,0.5,0,5,-3,5,False,22.0
29,73,Low,High School,68,1,0.5,0,5,9,5,False,32.0
29,81,Medium,Postgraduate,70,2,0.5,12,5,9,17,False,18.0
17,96,Medium,High School,69,2,0.5,12,5,-3,17,False,10.5
17,94,Low,High School,68,1,0.5,0,5,-3,5,False,11.0
18,65,High,High School,65,3,0.5,12,5,-2,17,False,17.333333333333332
12,64,Low,High School,59,1,0.5,0,5,-8,5,False,41.0
14,84,Low,College,66,1,2.0,0,15,-6,15,False,31.0
14,81,Low,High School,64,1,1.0,0,10,-6,10,False,29.0
15,71,Low,High School,63,1,2.0,0,15,-5,15,False,44.0
20,96,Low,College,72,1,0.5,0,5,0,5,False,9.0
21,97,Low,High School,67,1,1.0,12,10,1,22,False,25.0
29,76,Low,Postgraduate,94,1,1.0,0,10,9,10,False,34.0
14,96,Medium,High School,70,2,0.5,12,5,-6,17,False,10.5
26,75,Low,High School,66,1,0.5,0,5,6,5,False,30.0
19,89,Medium,Postgraduate,69,2,1.0,12,10,-1,22,False,16.5
20,79,Low,High School,64,1,2.0,12,15,0,27,True,48.0
24,65,Low,High School,63,1,0.5,0,5,4,5,False,40.0
13,97,Low,Postgraduate,71,1,0.5,0,5,-7,5,False,8.0
22,78,Medium,High School,65,2,1.0,0,10,2,10,False,16.0
21,89,Medium,College,68,2,2.0,12,15,1,27,True,19.0
23,75,Low,High School,64,1,1.0,0,10,3,10,False,35.0
22,61,High,College,64,3,0.5,12,5,2,17,False,18.666666666666668
35,64,Medium,High School,66,2,0.5,12,5,15,17,False,26.5
16,80,Medium,College,68,2,0.5,0,5,-4,5,False,12.5
17,88,Low,College,67,1,1.0,0,10,-3,10,False,22.0
16,73,Medium,High School,66,2,1.0,12,10,-4,22,False,24.5
17,88,Medium,High School,68,2,0.5,12,5,-3,17,False,14.5
